Hyperparameter:	w=0.5;cc=0.5;cs=0.5	Minimum:	-6512.917879096285	Position:	[15.352841829195183, 409.252953675573, 79.79837407524114, 417.0801662570795, -1.9085704719412004, -308.25447221005214, -279.3948140959467, 50.559274258055176, -296.59467546831866, 415.3424704287079, -297.93005585902296, -303.8640669060245, 50.37943374179667, 235.09902503439386, 211.0121765761111, 185.61965600366574, -285.80725724217, -271.2286557659326, -310.3436488480444, -113.2284015357671, 413.74697338359937, 216.4338576080544, 198.48405708085514, -306.6008605034464, 432.59841688250197, 82.50551775074749, -300.31232125940403, 74.42930760803081, 186.74139048230577, 418.1257954402727]
Hyperparameter:	w=0.5;cc=0.5;cs=0.549	Minimum:	-6855.229963474029	Position:	[-47.85563555165257, 401.7738780469009, 416.53065484412963, 208.02835628721638, -301.90310738689914, 61.58350704061307, -300.9559826598573, 74.66630224914958, -298.2973787216461, 81.04413286921778, -126.30324169546526, -293.16505590193384, 415.9613892602822, 422.3026393079959, -324.1893697707627, 196.01185619550986, 415.72129314925644, 198.60605714224107, -297.248618435924, 63.45449769495202, -163.73787324244134, 78.23525462768124, -289.5456055428158, -313.2325247819359, -286.6677917178317, 410.34720504351867, 203.0520835417867, -305.337181817785, 413.9812674985305, 81.85703913079544]
Hyperparameter:	w=0.5;cc=0.5;cs=0.598	Minimum:	-6412.974420036263	Position:	[189.77204108540556, 421.3731544411117, 109.22677417219829, 421.76200085764225, -112.54264915444789, -300.2636918946734, 417.2775953336081, -121.93648822715592, 209.28663585255495, -122.31862349230714, 425.2809902416243, -126.1185737811685, -317.17020648604085, 202.90833074013182, -305.7497139543122, 416.2603487049452, -64.52596310899206, 3.5306032147669204, 70.46116033456977, -10.787878043715143, -123.88494501659835, -293.1955765742, 190.13346654811204, -310.4136043508208, 420.9144873024816, -135.87020329010963, 214.77832171848982, 199.42295909763828, -311.9952616541813, 412.82097424911717]
Hyperparameter:	w=0.5;cc=0.5;cs=0.647	Minimum:	-5704.766264454709	Position:	[191.10154174261464, -297.9039125242361, -304.0560015897254, 416.928878623312, -124.68932025161467, -24.20329558895157, 79.90977017617622, -66.33770430706461, -149.96254442125337, 420.47522633887866, -284.4575827269897, -303.4665158011561, -296.49513626609513, 205.65637434476784, 423.06604765605863, 414.1040546514522, 423.26959566390553, -126.60794287245999, 417.6880856477678, -153.05436425305686, 241.9683899234902, 216.39220187119258, 140.79470867706635, -303.2199354784892, 199.44909531084573, 12.446086454917227, -133.6082597079578, -296.75744466192384, 85.37959665555255, -40.87759940526219]
Hyperparameter:	w=0.5;cc=0.5;cs=0.696	Minimum:	-6047.732758095458	Position:	[-285.0790065299887, -264.38856763839686, -142.6535053313364, -317.45947585077846, -319.5447660810885, -309.21701963243095, 52.369135051182816, 205.1707337407564, -270.3419867466077, 189.2467085658612, 64.82925746394437, -139.95577720580619, 415.8186609602764, 61.67861400345546, 238.6923945129748, -26.989386924769786, 424.0449341987459, -112.72350155651583, -6.061896335296377, 421.9213098117413, -114.86031307565078, 422.44757863814806, -137.49255986753073, 420.67929404981834, 418.65552474844003, 417.0062781103459, 196.67736387142853, 224.3349104008492, -97.81068304327978, 209.44727758194884]
Hyperparameter:	w=0.5;cc=0.5;cs=0.745	Minimum:	-5629.973085233917	Position:	[-116.34454815652684, 419.92242591492345, 69.38746191075398, 417.68278528609153, -241.84264467603322, 420.9854404167475, -133.8112455619238, -336.97121795265855, -109.01405106189733, 206.3965296522227, 204.79949983847413, -231.81795416924047, 420.9311195306449, -317.1143912955384, -307.2637284644525, 60.77701688003395, 51.48612440140589, -278.9052381239771, 419.662644148111, 210.32855068768959, 420.8717168257494, 397.9576867104596, 205.24119616439637, 104.28416820196058, 212.39783356865846, -297.7312589827732, 87.93011568393439, -31.834466080911767, 198.7980422228196, -24.516324658725487]
Hyperparameter:	w=0.5;cc=0.5;cs=0.794	Minimum:	-6441.01490229281	Position:	[421.6485823299594, 417.40205276310814, -147.03516675021964, 420.2001040049714, 49.273744038702, 183.05866740181546, -117.63262839464203, 420.41905219187726, -102.54661147374111, 420.263604095945, -259.1692496317237, -286.6613569775127, 58.07172122348521, 67.48915401091932, -310.0952083133445, 425.95499796311356, -154.76979988625308, -302.82978673043607, -16.961671579483674, 227.53268793381278, 420.7682761731461, -127.51065381661886, 419.77488310691655, -285.2340097537195, -141.6356073846811, 15.24410686266753, 420.601985553831, 421.0859443343361, -165.0745921719208, 221.4557650740556]
Hyperparameter:	w=0.5;cc=0.5;cs=0.843	Minimum:	-5258.17230803764	Position:	[222.62720146683733, -273.228382408581, -29.365050356940117, 215.5381315221744, 420.7454539705005, -302.7227805078478, -52.42125570550532, 171.12077482950087, 64.41555739861575, -308.4819008117083, -317.2660507440372, -19.87436195644123, -299.8104597335892, -114.93186642237787, 421.4131166046911, -136.77094572753842, 49.21950874311404, -33.26462677421518, -128.7085298697839, -136.3046145008905, 421.1073747992285, 49.805697963224574, -283.9435080419565, -298.1790600496314, -311.08286861203106, 209.32686668548973, 20.38457301095272, -115.72578434481517, 70.79531163536194, 422.7037457035434]
Hyperparameter:	w=0.5;cc=0.5;cs=0.892	Minimum:	-7573.46418176911	Position:	[421.83152659493607, -112.88147062038213, -115.92604122213028, 420.3316997848907, -47.103284359420826, 421.3530349102204, -301.5182675093795, 257.27214494641174, -304.30821711819044, 420.48816363628356, -26.04577322206422, 207.63591599230088, 420.8542098372831, 421.3815004707142, 64.95204587963254, 72.32660676678924, -290.6323682187506, -308.6701496845433, 409.1622174736396, -135.7517370455567, -143.0574535314014, -295.5583236746894, 202.53919157504222, 421.6387452846773, 420.9158449625625, 218.80297584129525, -297.0420493093474, 421.87698112755925, 195.93811065602597, 421.01152587211334]
Hyperparameter:	w=0.5;cc=0.5;cs=0.9410000000000001	Minimum:	-7660.578882284076	Position:	[421.4014914101985, 420.8014408691546, 77.56924288941929, 428.2512000847686, 418.30586893637144, 416.90898433077354, 6.203818869830951, 421.1555665109056, 207.4164065280771, 420.0093590109554, 5.689757854380448, -303.5419088124462, -288.5791523984074, 248.35133192172015, -311.66059132719533, 419.83573391520827, -296.1124342540868, -131.94478413836282, -52.13595558712119, 422.37624535866024, 212.2272704443733, -313.7847060036864, -313.50329076771817, -133.8284351219752, 192.79275981219996, 170.32545177711597, 420.9051316965838, -291.71278107588955, 420.26217195783283, 184.83086561932765]
